title,info,img_url
每日一词∣中国应对气候变化的政策与行动,气候变化是全人类的共同挑战。应对气候变化，事关中华民族永续发展，关乎人类前途命运。,//img2.chinadaily.com.cn/images/202110/29/617bb815a310cdd3d816aed7.jpeg
Facebook正式宣布更名为Meta 将全力进军“元宇宙”,Facebook创始人马克·扎克伯格日前宣布，将把母公司更名为Meta（元），并希望人们将其视为“元宇宙公司”。,//img2.chinadaily.com.cn/images/202110/29/617b9c64a310cdd3d816a6b6.jpeg
Who is the trouble shooter? 故障检修员,Trouble shooter指的是故障检修员或纠纷调解人，是帮忙解决麻烦的人。,//img2.chinadaily.com.cn/images/202110/29/617b7f57a310cdd3d8169f1c.jpeg
一课译词：言过其实,“言过其实”，形容说话过分，不符合事实。可以翻译为“exaggerate，overstate或make an overstatement”等。,//img2.chinadaily.com.cn/images/202111/15/61922802a310cdd3d81a8a40.jpeg
每日一词 |北京证券交易所 Beijing Stock Exchange,我们将继续支持中小企业创新发展，深化新三板改革，设立北京证券交易所，打造服务创新型中小企业主阵地。,//img2.chinadaily.com.cn/images/202111/15/61922195a310cdd3d81a884f.jpeg
每日新闻播报（November 15）,今日播报内容：英批准首款抗新冠口服药；冰岛工厂将二氧化碳变石头；印尼图书馆推'垃圾换书'；新加坡:拒打疫苗自付新冠治疗费。,//img2.chinadaily.com.cn/images/202111/15/61921e08a310cdd3d81a87c0.jpeg
研究：日语、韩语、土耳其语都源自中国东北,新研究发现，包括日语、汉语、土耳其语和蒙古语在内的泛欧亚语系起源于9000年前在中国东北种植谷子的农民。,//img2.chinadaily.com.cn/images/202111/15/61921a8da310cdd3d81a86e4.jpeg
国家拟建立数据分类分级保护制度,将数据分为一般数据、重要数据、核心数据，不同级别的数据采取不同的保护措施。,//img2.chinadaily.com.cn/images/202111/15/6191eddaa310cdd3d81a8146.jpeg
“锅碗瓢盆”怎么说？常见厨具的英语说法,“炒锅”、“炖锅”、“平底煎锅”、“电饭煲”等对应的英语说法分别是什么？,//img2.chinadaily.com.cn/images/202111/15/6191cd8fa310cdd3d81a7b38.jpeg
“废话文学”刷屏网络：上次看到这些废话，还是上次……,废话，逐渐成了信息时代的一股“清流”。重复，是“废话文学”最明显的特征，能造成一种意想不到的嘲弄幽默效果。,//img2.chinadaily.com.cn/images/202111/14/61905185a310cdd3d81a4a11.jpeg
每日新闻播报（November 12）,今日播报内容：第四届进博会闭幕成果丰硕；中美达成强化气候行动联合宣言；技工教育'十四五'规划印发；英国宣布承认中国疫苗。,//img2.chinadaily.com.cn/images/202111/12/618e393da310cdd3d81a0b1f.jpeg
每日一词 | 党的百年奋斗重大成就和历史经验,走自己的路，是党的全部理论和实践立足点，更是党百年奋斗得出的历史结论。,//img2.chinadaily.com.cn/images/202111/12/618e2d15a310cdd3d81a0a7e.jpeg
马斯克兑现承诺 卖掉10%的特斯拉股票,全球首富埃隆·马斯克在推特上发起了一项投票，问网友是否支持他卖掉10%的特斯拉股票，投票结果有过半人支持他出售。,//img2.chinadaily.com.cn/images/202111/12/618e0c69a310cdd3d81a0576.jpeg
Make no bones? 直言不讳,Make no bones about something意思是对某事直言不讳，毫无顾忌。,//img2.chinadaily.com.cn/images/202111/12/618e051aa310cdd3d81a04ef.jpeg
全国首座“零碳”供暖城市出炉,“暖核一号”项目投运后，海阳核电1号机组成为世界最大热电联产机组，替代了当地12台燃煤锅炉。,//img2.chinadaily.com.cn/images/202111/12/618dfd30a310cdd3d81a036f.jpeg
一课译词：水滴石穿,“水滴石穿”，比喻坚持不懈，集细微的力量也能成就难能的功劳（persistence leads to success）。,//img2.chinadaily.com.cn/images/202111/12/618df4d5a310cdd3d81a01da.jpeg
中国共产党第十九届中央委员会第六次全体会议公报（双语全文）,中国共产党第十九届中央委员会第六次全体会议，于2021年11月8日至11日在北京举行。,//img2.chinadaily.com.cn/images/202111/12/618dbd3aa310cdd3d819e3a8.jpeg
每日一词∣绿色转型 green transition,亚太地区要把绿色作为疫后复苏的底色，努力做科学应对气候变化的领航者。,//img2.chinadaily.com.cn/images/202111/11/618cdb94a310cdd3d819ca11.jpeg
每日一词∣体育公园 sports parks,体育公园是以体育健身为主要元素、与自然生态融为一体、兼具多种功能的绿色公共空间。,//img2.chinadaily.com.cn/images/202111/03/61824f94a310cdd3d817bb38.jpeg
一课译词：眉开眼笑,眉开眼笑，汉语成语，意思是眉头舒展，眼含笑意。形容高兴愉快的样子。可以翻译为“ be all smiles”。,//img2.chinadaily.com.cn/images/202111/03/61824e0ca310cdd3d817bab2.jpeg
台湾“加入联合国”？少做梦，快醒醒！ | 图图科幻,台湾是中国的一部分，这是任何人、任何势力都无法改变的历史和法理事实。民进党再努力地攀主子也只是徒劳，只会让自己成为笑料。,//img2.chinadaily.com.cn/images/202111/03/618242b0a310cdd3d817b663.jpeg
冰岛工厂将二氧化碳变成石头 让温室气体无处可逃,冰岛一家工厂采用了新除碳技术，捕获空气中的二氧化碳并将其转化为石头，这样二氧化碳就“无处可逃”了！,//img2.chinadaily.com.cn/images/202111/03/618240aca310cdd3d817b62e.jpeg
双十一钱包空空，“哭穷”别只会说I'm poor!,“太穷了”用英语怎么说？别只会说“I'm poor”！钱包空了，英语词汇可不能空！来学几个生动的“哭穷”表达吧~,//img2.chinadaily.com.cn/images/202111/03/6182054fa310cdd3d817a6cc.jpeg
“朋友圈”越来越大 第四届进博会将开幕,进博会日益成为国际创新与高技术产品重要的交流平台，今年进博会的成交额有望再创新高。,//img2.chinadaily.com.cn/images/202111/03/61820145a310cdd3d817a320.jpeg
如何培养自己的自律能力？,生活中的成功来自于你始终如一的努力，而只有自律才能让你做到这一点。要想成为一个自律的人，首先你需要做到这5点。,//img2.chinadaily.com.cn/images/202111/03/6181d104a310cdd3d8178817.jpeg
每日一词∣个人信息保护法 Personal Information Protection Law,该法对加强个人信息保护，特别是网络平台用户个人信息保护作出详细规定。,//img2.chinadaily.com.cn/images/202111/02/6180fe14a310cdd3d81776cd.png
每日新闻播报（November 2）,今日播报内容：3-11岁人群新冠疫苗接种启动；我国将建约1000个体育公园；上海迪士尼停止游客进入；教育部发文预防网游沉迷。,//img2.chinadaily.com.cn/images/202111/02/61810736a310cdd3d8177a47.jpeg
全球新冠死亡人数破500万 欧洲疫情再抬头,尽管疫苗的出现降低了新冠死亡率，但是欧洲的新冠病例还在不断增加。世卫组织警告称，疫情离结束还早得很。,//img2.chinadaily.com.cn/images/202111/02/6180e878a310cdd3d8177023.jpeg
微信“头像”的英文可不是“head picture”，别再乱翻译哦~,微信是现在生活中必不可少的通讯软件，我们每个人都会给自己的微信设置一个头像。那么问题来了，你知道微信“头像”用英语怎么说吗？,//img2.chinadaily.com.cn/images/202111/02/6180d211a310cdd3d8176c98.jpeg
一课译词：掉以轻心,“掉以轻心”，汉语成语，形容对事情采取轻率的、漫不经心的态度。可以翻译为“let down one's guard”等。,//img2.chinadaily.com.cn/images/202111/02/6180ce9ea310cdd3d8176bf7.jpeg
铁路客票儿童票购票标准拟以年龄划分,实行车票实名制的，年满6周岁且未满14周岁的儿童可以购买儿童优惠票；年满14周岁的儿童，应购买全价票。,//img2.chinadaily.com.cn/images/202111/02/6180c760a310cdd3d8176ae6.jpeg
Get real about climate change 面对现实,Get real的意思就是别幻想了，实际点，面对现实。,//img2.chinadaily.com.cn/images/202111/02/6180c177a310cdd3d8176a2b.jpeg
"""Vax""当选《牛津英语词典》2021年度词汇",2021年与疫苗相关的词汇更加频繁出现，而“vax”（疫苗，接种疫苗）也被《牛津英语词典》评选为2021年度词汇。,//img2.chinadaily.com.cn/images/202111/02/61807f84a310cdd3d81749bc.jpeg
